,spk,filename,stage,trigger start,trigger end,trigger score,SNR,NetSpeech,NetSpeechAccum,NoiseLevel,PlosiveRatio,SaturationRatio,SpeechRatio
3395,spk00010,RAW_SPK00010_M_P2115_L001_16_01_99_20180322_131152.wav,eval,272,656,0.004871715,inf,940,940,#NAME?,0,0,94
3396,spk00010,RAW_SPK00010_M_P2115_L001_16_01_99_20180322_131152.wav,eval,272,656,0.004871715,inf,1000,1940,#NAME?,0,0,96.15384674
3397,spk00010,RAW_SPK00010_M_P2115_L001_16_01_99_20180322_131152.wav,eval,272,656,0.004871715,inf,1000,2940,#NAME?,0,0,96.15384674
3398,spk00010,RAW_SPK00010_M_P2115_L001_16_01_99_20180322_131152.wav,eval,272,656,0.004871715,inf,300,3240,#NAME?,0,0,35.7142868
3399,spk00010,RAW_SPK00010_M_P2199_L001_02_01_99_20180321_174913.wav,eval,128,1056,0.003733683,inf,770,770,#NAME?,0,0,77
3400,spk00010,RAW_SPK00010_M_P2199_L001_02_01_99_20180321_174913.wav,eval,128,1056,0.003733683,inf,950,1720,#NAME?,0,0,91.34615326
3401,spk00010,RAW_SPK00010_M_P2199_L001_02_01_99_20180321_174913.wav,eval,128,1056,0.003733683,inf,930,2650,#NAME?,0,0,89.42308044
3402,spk00010,RAW_SPK00010_M_P2199_L001_02_01_99_20180321_174913.wav,eval,128,1056,0.003733683,inf,920,3570,#NAME?,0,0,88.46154022
3403,spk00010,RAW_SPK00010_M_P2199_L001_02_01_99_20180321_174913.wav,eval,128,1056,0.003733683,inf,310,3880,#NAME?,0,0,48.4375
3404,spk00010,RAW_SPK00010_M_P2199_L001_03_01_99_20180321_175207.wav,eval,432,1136,0.991213137,inf,770,770,#NAME?,0,0,77
3405,spk00010,RAW_SPK00010_M_P2199_L001_03_01_99_20180321_175207.wav,eval,432,1136,0.991213137,inf,0,770,#NAME?,0,0,0
3406,spk00010,RAW_SPK00010_M_P2199_L001_04_01_99_20180321_180132.wav,eval,608,1008,0.012543555,inf,940,940,#NAME?,0,0,94
3407,spk00010,RAW_SPK00010_M_P2199_L001_04_01_99_20180321_180132.wav,eval,608,1008,0.012543555,inf,180,1120,#NAME?,0,0,22.22222137
3408,spk00010,RAW_SPK00010_M_P2199_L001_05_01_99_20180321_181617.wav,eval,288,848,0.012952501,inf,770,770,#NAME?,0,0,77
3409,spk00010,RAW_SPK00010_M_P2199_L001_05_01_99_20180321_181617.wav,eval,288,848,0.012952501,inf,50,820,#NAME?,0,0,55.55555725
3410,spk00010,RAW_SPK00010_M_P2199_L001_06_01_99_20180321_182328.wav,eval,400,1072,0.004576196,inf,900,900,#NAME?,0,0,90
3411,spk00010,RAW_SPK00010_M_P2199_L001_06_01_99_20180321_182328.wav,eval,400,1072,0.004576196,inf,660,1560,#NAME?,0,0,63.46154022
3412,spk00010,RAW_SPK00010_M_P2199_L001_06_01_99_20180321_182328.wav,eval,400,1072,0.004576196,inf,140,1700,#NAME?,0,0,35.89743423
3413,spk00010,RAW_SPK00010_M_P2199_L001_07_01_99_20180321_183547.wav,eval,720,1360,0.020447828,inf,940,940,#NAME?,0,0,94
3414,spk00010,RAW_SPK00010_M_P2199_L001_07_01_99_20180321_183547.wav,eval,720,1360,0.020447828,inf,20,960,#NAME?,0,0,2.325581312
3415,spk00010,RAW_SPK00010_M_P2199_L001_08_01_99_20180321_184208.wav,eval,480,1056,0.036992924,inf,940,940,#NAME?,0,0,94
3416,spk00010,RAW_SPK00010_M_P2199_L001_08_01_99_20180321_184208.wav,eval,480,1056,0.036992924,inf,80,1020,#NAME?,0,0,66.66666412
3417,spk00010,RAW_SPK00010_M_P2199_L001_09_01_99_20180321_185600.wav,eval,528,1216,0.010684486,inf,940,940,#NAME?,0,0,94
3418,spk00010,RAW_SPK00010_M_P2199_L001_09_01_99_20180321_185600.wav,eval,528,1216,0.010684486,inf,850,1790,#NAME?,0,0,81.7307663
3419,spk00010,RAW_SPK00010_M_P2199_L001_09_01_99_20180321_185600.wav,eval,528,1216,0.010684486,inf,820,2610,#NAME?,0,0,78.84615326
3420,spk00010,RAW_SPK00010_M_P2199_L001_10_01_99_20180321_191922.wav,eval,1280,2064,0.005601364,inf,940,940,#NAME?,0,0,94
3421,spk00010,RAW_SPK00010_M_P2199_L001_10_01_99_20180321_191922.wav,eval,1280,2064,0.005601364,inf,760,1700,#NAME?,0,0,73.07691956
3422,spk00010,RAW_SPK00010_M_P2199_L001_10_01_99_20180321_191922.wav,eval,1280,2064,0.005601364,inf,140,1840,#NAME?,0,0,40
3423,spk00010,RAW_SPK00010_M_P2199_L001_11_01_99_20180322_080753.wav,eval,0,832,0.007298277,inf,790,790,#NAME?,0,0,79
3424,spk00010,RAW_SPK00010_M_P2199_L001_11_01_99_20180322_080753.wav,eval,0,832,0.007298277,inf,1000,1790,#NAME?,0,0,96.15384674
3425,spk00010,RAW_SPK00010_M_P2199_L001_11_01_99_20180322_080753.wav,eval,0,832,0.007298277,inf,910,2700,#NAME?,0,0,87.5
3426,spk00010,RAW_SPK00010_M_P2199_L001_11_01_99_20180322_080753.wav,eval,0,832,0.007298277,inf,860,3560,#NAME?,0,0,86.86869049
3427,spk00010,RAW_SPK00010_M_P2199_L001_12_01_99_20180322_100747.wav,eval,0,896,0.004110871,inf,900,900,#NAME?,0,0,90
3428,spk00010,RAW_SPK00010_M_P2199_L001_12_01_99_20180322_100747.wav,eval,0,896,0.004110871,inf,960,1860,#NAME?,0,0,92.30769348
3429,spk00010,RAW_SPK00010_M_P2199_L001_12_01_99_20180322_100747.wav,eval,0,896,0.004110871,inf,320,2180,#NAME?,0,0,66.66666412
3430,spk00010,RAW_SPK00010_M_P2199_L001_13_01_99_20180322_121830.wav,eval,640,944,0.003014628,inf,900,900,#NAME?,0,0,90
3431,spk00010,RAW_SPK00010_M_P2199_L001_13_01_99_20180322_121830.wav,eval,640,944,0.003014628,inf,790,1690,#NAME?,0,0,75.96154022
3432,spk00010,RAW_SPK00010_M_P2199_L001_13_01_99_20180322_121830.wav,eval,640,944,0.003014628,inf,200,1890,#NAME?,0,0,33.89830399
3433,spk00010,RAW_SPK00010_M_P2199_L001_14_01_99_20180322_123226.wav,eval,656,1120,0.007220375,inf,860,860,#NAME?,0,0,86
3434,spk00010,RAW_SPK00010_M_P2199_L001_14_01_99_20180322_123226.wav,eval,656,1120,0.007220375,inf,860,1720,#NAME?,0,0,84.31372833
3435,spk00010,RAW_SPK00010_M_P2199_L001_15_01_99_20180322_124011.wav,eval,464,960,0.020017815,inf,900,900,#NAME?,0,0,90
3436,spk00010,RAW_SPK00010_M_P2199_L001_15_01_99_20180322_124011.wav,eval,464,960,0.020017815,inf,240,1140,#NAME?,0,0,34.2857132
3437,spk00010,RAW_SPK00010_M_P2199_L001_16_01_99_20180322_131159.wav,eval,128,1056,0.006514976,inf,380,380,#NAME?,0,0,38
3438,spk00010,RAW_SPK00010_M_P2199_L001_16_01_99_20180322_131159.wav,eval,128,1056,0.006514976,inf,1000,1380,#NAME?,0,0,96.15384674
3439,spk00010,RAW_SPK00010_M_P2199_L001_16_01_99_20180322_131159.wav,eval,128,1056,0.006514976,inf,900,2280,#NAME?,0,0,86.53845978
3440,spk00010,RAW_SPK00010_M_P2199_L001_16_01_99_20180322_131159.wav,eval,128,1056,0.006514976,inf,50,2330,#NAME?,0,0,6.578947544
3441,spk00011,RAW_SPK00011_M_P2115_L001_02_01_99_20180321_181749.wav,eval,672,1328,0.949845422,inf,940,940,#NAME?,0,0,94
3442,spk00011,RAW_SPK00011_M_P2115_L001_02_01_99_20180321_181749.wav,eval,672,1328,0.949845422,inf,1000,1940,#NAME?,0,0,96.15384674
3443,spk00011,RAW_SPK00011_M_P2115_L001_02_01_99_20180321_181749.wav,eval,672,1328,0.949845422,inf,940,2880,#NAME?,0,0,90.38461304
3444,spk00011,RAW_SPK00011_M_P2115_L001_02_01_99_20180321_181749.wav,eval,672,1328,0.949845422,inf,100,2980,#NAME?,0,0,13.69863033
3445,spk00011,RAW_SPK00011_M_P2115_L001_03_01_99_20180321_182517.wav,eval,496,1424,0.005100088,inf,860,860,#NAME?,0,0,86
3446,spk00011,RAW_SPK00011_M_P2115_L001_03_01_99_20180321_182517.wav,eval,496,1424,0.005100088,inf,940,1800,#NAME?,0,0,90.38461304
3447,spk00011,RAW_SPK00011_M_P2115_L001_03_01_99_20180321_182517.wav,eval,496,1424,0.005100088,inf,920,2720,#NAME?,0,0,88.46154022
3448,spk00011,RAW_SPK00011_M_P2115_L001_03_01_99_20180321_182517.wav,eval,496,1424,0.005100088,inf,510,3230,#NAME?,0,0,92.72727203
3449,spk00011,RAW_SPK00011_M_P2115_L001_04_01_99_20180321_182728.wav,eval,336,1264,0.007919288,inf,800,800,#NAME?,0,0,80
3450,spk00011,RAW_SPK00011_M_P2115_L001_04_01_99_20180321_182728.wav,eval,336,1264,0.007919288,inf,960,1760,#NAME?,0,0,92.30769348
3451,spk00011,RAW_SPK00011_M_P2115_L001_04_01_99_20180321_182728.wav,eval,336,1264,0.007919288,inf,860,2620,#NAME?,0,0,82.69230652
3452,spk00011,RAW_SPK00011_M_P2115_L001_04_01_99_20180321_182728.wav,eval,336,1264,0.007919288,inf,270,2890,#NAME?,0,0,57.44680786
3453,spk00011,RAW_SPK00011_M_P2115_L001_05_01_99_20180321_204237.wav,eval,1040,1856,0.011676762,inf,940,940,#NAME?,0,0,94
3454,spk00011,RAW_SPK00011_M_P2115_L001_05_01_99_20180321_204237.wav,eval,1040,1856,0.011676762,inf,1000,1940,#NAME?,0,0,96.15384674
3455,spk00011,RAW_SPK00011_M_P2115_L001_05_01_99_20180321_204237.wav,eval,1040,1856,0.011676762,inf,910,2850,#NAME?,0,0,87.5
3456,spk00011,RAW_SPK00011_M_P2115_L001_05_01_99_20180321_204237.wav,eval,1040,1856,0.011676762,inf,20,2870,#NAME?,0,0,16.66666603
3457,spk00011,RAW_SPK00011_M_P2115_L001_06_01_99_20180321_221708.wav,eval,704,1376,0.007615299,inf,940,940,#NAME?,0,0,94
3458,spk00011,RAW_SPK00011_M_P2115_L001_06_01_99_20180321_221708.wav,eval,704,1376,0.007615299,inf,1000,1940,#NAME?,0,0,96.15384674
3459,spk00011,RAW_SPK00011_M_P2115_L001_06_01_99_20180321_221708.wav,eval,704,1376,0.007615299,inf,910,2850,#NAME?,0,0,87.5
3460,spk00011,RAW_SPK00011_M_P2115_L001_06_01_99_20180321_221708.wav,eval,704,1376,0.007615299,inf,60,2910,#NAME?,0,0,10
3461,spk00011,RAW_SPK00011_M_P2115_L001_07_01_99_20180322_093845.wav,eval,176,1104,0.004071297,inf,860,860,#NAME?,0,0,86
3462,spk00011,RAW_SPK00011_M_P2115_L001_07_01_99_20180322_093845.wav,eval,176,1104,0.004071297,inf,940,1800,#NAME?,0,0,90.38461304
3463,spk00011,RAW_SPK00011_M_P2115_L001_07_01_99_20180322_093845.wav,eval,176,1104,0.004071297,inf,900,2700,#NAME?,0,0,86.53845978
3464,spk00011,RAW_SPK00011_M_P2115_L001_07_01_99_20180322_093845.wav,eval,176,1104,0.004071297,inf,20,2720,#NAME?,0,0,3.174603224
3465,spk00011,RAW_SPK00011_M_P2115_L001_08_01_99_20180322_110713.wav,eval,720,1328,0.00687783,inf,940,940,#NAME?,0,0,94
3466,spk00011,RAW_SPK00011_M_P2115_L001_08_01_99_20180322_110713.wav,eval,720,1328,0.00687783,inf,850,1790,#NAME?,0,0,81.7307663
3467,spk00011,RAW_SPK00011_M_P2115_L001_08_01_99_20180322_110713.wav,eval,720,1328,0.00687783,inf,510,2300,#NAME?,0,0,49.03845978
3468,spk00011,RAW_SPK00011_M_P2115_L001_08_01_99_20180322_110713.wav,eval,720,1328,0.00687783,inf,210,2510,#NAME?,0,0,84
3469,spk00011,RAW_SPK00011_M_P2115_L001_09_01_99_20180322_122900.wav,eval,288,1216,0.003562704,inf,640,640,#NAME?,0,0,64
3470,spk00011,RAW_SPK00011_M_P2115_L001_09_01_99_20180322_122900.wav,eval,288,1216,0.003562704,inf,380,1020,#NAME?,0,0,36.53845978
3471,spk00011,RAW_SPK00011_M_P2115_L001_09_01_99_20180322_122900.wav,eval,288,1216,0.003562704,inf,600,1620,#NAME?,0,0,57.69230652
3472,spk00011,RAW_SPK00011_M_P2115_L001_09_01_99_20180322_122900.wav,eval,288,1216,0.003562704,inf,0,1620,#NAME?,0,0,0
3473,spk00011,RAW_SPK00011_M_P2115_L001_10_01_99_20180322_124549.wav,eval,1632,2176,0.00457467,inf,580,580,#NAME?,0,0,58
3474,spk00011,RAW_SPK00011_M_P2115_L001_10_01_99_20180322_124549.wav,eval,1632,2176,0.00457467,inf,570,1150,#NAME?,0,0,54.80769348
3475,spk00011,RAW_SPK00011_M_P2115_L001_10_01_99_20180322_124549.wav,eval,1632,2176,0.00457467,inf,440,1590,#NAME?,0,0,42.30769348
3476,spk00011,RAW_SPK00011_M_P2115_L001_11_01_99_20180322_131450.wav,eval,704,1264,0.022102514,inf,890,890,#NAME?,0,0,89
3477,spk00011,RAW_SPK00011_M_P2115_L001_11_01_99_20180322_131450.wav,eval,704,1264,0.022102514,inf,940,1830,#NAME?,0,0,90.38461304
3478,spk00011,RAW_SPK00011_M_P2115_L001_11_01_99_20180322_131450.wav,eval,704,1264,0.022102514,inf,620,2450,#NAME?,0,0,59.61538315
3479,spk00011,RAW_SPK00011_M_P2115_L001_11_01_99_20180322_131450.wav,eval,704,1264,0.022102514,inf,120,2570,#NAME?,0,0,19.04761887
3480,spk00011,RAW_SPK00011_M_P2115_L001_12_01_99_20180322_132543.wav,eval,912,1456,0.008228111,inf,940,940,#NAME?,0,0,94
3481,spk00011,RAW_SPK00011_M_P2115_L001_12_01_99_20180322_132543.wav,eval,912,1456,0.008228111,inf,900,1840,#NAME?,0,0,86.53845978
3482,spk00011,RAW_SPK00011_M_P2115_L001_12_01_99_20180322_132543.wav,eval,912,1456,0.008228111,inf,550,2390,#NAME?,0,0,68.75
3483,spk00011,RAW_SPK00011_M_P2115_L001_13_01_99_20180322_134927.wav,eval,880,1472,0.006919127,inf,840,840,#NAME?,0,0,84
3484,spk00011,RAW_SPK00011_M_P2115_L001_13_01_99_20180322_134927.wav,eval,880,1472,0.006919127,inf,950,1790,#NAME?,0,0,91.34615326
3485,spk00011,RAW_SPK00011_M_P2115_L001_13_01_99_20180322_134927.wav,eval,880,1472,0.006919127,inf,830,2620,#NAME?,0,0,79.80769348
3486,spk00011,RAW_SPK00011_M_P2115_L001_13_01_99_20180322_134927.wav,eval,880,1472,0.006919127,inf,40,2660,#NAME?,0,0,4.819277287
3487,spk00011,RAW_SPK00011_M_P2115_L001_14_01_99_20180322_140835.wav,eval,80,1008,0.004321214,inf,940,940,#NAME?,0,0,94
3488,spk00011,RAW_SPK00011_M_P2115_L001_14_01_99_20180322_140835.wav,eval,80,1008,0.004321214,inf,1000,1940,#NAME?,0,0,96.15384674
3489,spk00011,RAW_SPK00011_M_P2115_L001_14_01_99_20180322_140835.wav,eval,80,1008,0.004321214,inf,880,2820,#NAME?,0,0,84.61538696
3490,spk00011,RAW_SPK00011_M_P2115_L001_14_01_99_20180322_140835.wav,eval,80,1008,0.004321214,inf,260,3080,#NAME?,0,0,63.4146347
3491,spk00011,RAW_SPK00011_M_P2115_L001_15_01_99_20180322_155137.wav,eval,160,1088,0.011519625,inf,900,900,#NAME?,0,0,90
3492,spk00011,RAW_SPK00011_M_P2115_L001_15_01_99_20180322_155137.wav,eval,160,1088,0.011519625,inf,930,1830,#NAME?,0,0,89.42308044
3493,spk00011,RAW_SPK00011_M_P2115_L001_15_01_99_20180322_155137.wav,eval,160,1088,0.011519625,inf,760,2590,#NAME?,0,0,73.07691956
3494,spk00011,RAW_SPK00011_M_P2115_L001_15_01_99_20180322_155137.wav,eval,160,1088,0.011519625,inf,280,2870,#NAME?,0,0,26.92307663
3495,spk00011,RAW_SPK00011_M_P2115_L001_15_01_99_20180322_155137.wav,eval,160,1088,0.011519625,inf,20,2890,#NAME?,0,0,3.773584843
3496,spk00011,RAW_SPK00011_M_P2115_L001_17_01_99_20180323_095504.wav,eval,672,1296,0.005527548,inf,850,850,#NAME?,0,0,85
3497,spk00011,RAW_SPK00011_M_P2115_L001_17_01_99_20180323_095504.wav,eval,672,1296,0.005527548,inf,930,1780,#NAME?,0,0,89.42308044
3498,spk00011,RAW_SPK00011_M_P2115_L001_17_01_99_20180323_095504.wav,eval,672,1296,0.005527548,inf,690,2470,#NAME?,0,0,66.34615326
3499,spk00011,RAW_SPK00011_M_P2115_L001_17_01_99_20180323_095504.wav,eval,672,1296,0.005527548,inf,0,2470,#NAME?,0,0,0
3500,spk00011,RAW_SPK00011_M_P2199_L001_02_01_99_20180321_181808.wav,eval,672,1248,0.021732864,inf,940,940,#NAME?,0,0,94
3501,spk00011,RAW_SPK00011_M_P2199_L001_02_01_99_20180321_181808.wav,eval,672,1248,0.021732864,inf,470,1410,#NAME?,0,0,45.19230652
3502,spk00011,RAW_SPK00011_M_P2199_L001_02_01_99_20180321_181808.wav,eval,672,1248,0.021732864,inf,0,1410,#NAME?,0,0,0
3503,spk00011,RAW_SPK00011_M_P2199_L001_03_01_99_20180321_182528.wav,eval,992,1424,0.009825009,inf,890,890,#NAME?,0,0,89
3504,spk00011,RAW_SPK00011_M_P2199_L001_03_01_99_20180321_182528.wav,eval,992,1424,0.009825009,inf,430,1320,#NAME?,0,0,41.74757385
3505,spk00011,RAW_SPK00011_M_P2199_L001_04_01_99_20180321_182739.wav,eval,608,992,0.00840137,inf,800,800,#NAME?,0,0,80
3506,spk00011,RAW_SPK00011_M_P2199_L001_04_01_99_20180321_182739.wav,eval,608,992,0.00840137,inf,0,800,#NAME?,0,0,0
3507,spk00011,RAW_SPK00011_M_P2199_L001_05_01_99_20180321_204250.wav,eval,896,1600,0.02292678,inf,940,940,#NAME?,0,0,94
3508,spk00011,RAW_SPK00011_M_P2199_L001_05_01_99_20180321_204250.wav,eval,896,1600,0.02292678,inf,1000,1940,#NAME?,0,0,96.15384674
3509,spk00011,RAW_SPK00011_M_P2199_L001_05_01_99_20180321_204250.wav,eval,896,1600,0.02292678,inf,110,2050,#NAME?,0,0,32.35293961
3510,spk00011,RAW_SPK00011_M_P2199_L001_06_01_99_20180321_221725.wav,eval,752,1392,0.00509287,inf,940,940,#NAME?,0,0,94
3511,spk00011,RAW_SPK00011_M_P2199_L001_06_01_99_20180321_221725.wav,eval,752,1392,0.00509287,inf,990,1930,#NAME?,0,0,95.19230652
3512,spk00011,RAW_SPK00011_M_P2199_L001_06_01_99_20180321_221725.wav,eval,752,1392,0.00509287,inf,0,1930,#NAME?,0,0,0
3513,spk00011,RAW_SPK00011_M_P2199_L001_07_01_99_20180322_093859.wav,eval,704,1264,0.01020331,inf,690,690,#NAME?,0,0,69
3514,spk00011,RAW_SPK00011_M_P2199_L001_07_01_99_20180322_093859.wav,eval,704,1264,0.01020331,inf,0,690,#NAME?,0,0,0
3515,spk00011,RAW_SPK00011_M_P2199_L001_08_01_99_20180322_110728.wav,eval,480,1408,0.00771281,inf,940,940,#NAME?,0,0,94
3516,spk00011,RAW_SPK00011_M_P2199_L001_08_01_99_20180322_110728.wav,eval,480,1408,0.00771281,inf,910,1850,#NAME?,0,0,87.5
3517,spk00011,RAW_SPK00011_M_P2199_L001_08_01_99_20180322_110728.wav,eval,480,1408,0.00771281,inf,400,2250,#NAME?,0,0,38.46154022
3518,spk00011,RAW_SPK00011_M_P2199_L001_08_01_99_20180322_110728.wav,eval,480,1408,0.00771281,inf,0,2250,#NAME?,0,0,0
3519,spk00011,RAW_SPK00011_M_P2199_L001_09_01_99_20180322_122912.wav,eval,352,1280,0.005000451,inf,740,740,#NAME?,0,0,74
3520,spk00011,RAW_SPK00011_M_P2199_L001_09_01_99_20180322_122912.wav,eval,352,1280,0.005000451,inf,440,1180,#NAME?,0,0,42.30769348
3521,spk00011,RAW_SPK00011_M_P2199_L001_09_01_99_20180322_122912.wav,eval,352,1280,0.005000451,inf,80,1260,#NAME?,0,0,30.76922989
3522,spk00011,RAW_SPK00011_M_P2199_L001_10_01_99_20180322_124602.wav,eval,272,1200,0.00697762,inf,680,680,#NAME?,0,0,68
3523,spk00011,RAW_SPK00011_M_P2199_L001_10_01_99_20180322_124602.wav,eval,272,1200,0.00697762,inf,0,680,#NAME?,0,0,0
3524,spk00011,RAW_SPK00011_M_P2199_L001_11_01_99_20180322_131502.wav,eval,560,1088,0.00597535,inf,940,940,#NAME?,0,0,94
3525,spk00011,RAW_SPK00011_M_P2199_L001_11_01_99_20180322_131502.wav,eval,560,1088,0.00597535,inf,510,1450,#NAME?,0,0,49.03845978
3526,spk00011,RAW_SPK00011_M_P2199_L001_11_01_99_20180322_131502.wav,eval,560,1088,0.00597535,inf,40,1490,#NAME?,0,0,8.888889313
3527,spk00011,RAW_SPK00011_M_P2199_L001_12_01_99_20180322_132550.wav,eval,144,1072,0.003379659,inf,940,940,#NAME?,0,0,94
3528,spk00011,RAW_SPK00011_M_P2199_L001_12_01_99_20180322_132550.wav,eval,144,1072,0.003379659,inf,820,1760,#NAME?,0,0,78.84615326
3529,spk00011,RAW_SPK00011_M_P2199_L001_12_01_99_20180322_132550.wav,eval,144,1072,0.003379659,inf,0,1760,#NAME?,0,0,0
3530,spk00011,RAW_SPK00011_M_P2199_L001_14_01_99_20180322_140901.wav,eval,48,976,0.005569596,inf,940,940,#NAME?,0,0,94
3531,spk00011,RAW_SPK00011_M_P2199_L001_14_01_99_20180322_140901.wav,eval,48,976,0.005569596,inf,330,1270,#NAME?,0,0,51.5625
3532,spk00011,RAW_SPK00011_M_P2199_L001_15_01_99_20180322_155153.wav,eval,0,848,0.00304931,inf,940,940,#NAME?,0,0,94
3533,spk00011,RAW_SPK00011_M_P2199_L001_15_01_99_20180322_155153.wav,eval,0,848,0.00304931,inf,900,1840,#NAME?,0,0,86.53845978
3534,spk00011,RAW_SPK00011_M_P2199_L001_15_01_99_20180322_155153.wav,eval,0,848,0.00304931,inf,830,2670,#NAME?,0,0,79.80769348
3535,spk00011,RAW_SPK00011_M_P2199_L001_15_01_99_20180322_155153.wav,eval,0,848,0.00304931,inf,10,2680,#NAME?,0,0,1.234567881
3536,spk00011,RAW_SPK00011_M_P2199_L001_16_01_99_20180322_223546.wav,eval,688,1264,0.004729848,inf,940,940,#NAME?,0,0,94
3537,spk00011,RAW_SPK00011_M_P2199_L001_16_01_99_20180322_223546.wav,eval,688,1264,0.004729848,inf,580,1520,#NAME?,0,0,55.76922989
3538,spk00011,RAW_SPK00011_M_P2199_L001_16_01_99_20180322_223546.wav,eval,688,1264,0.004729848,inf,0,1520,#NAME?,0,0,0
3539,spk00011,RAW_SPK00011_M_P2199_L001_17_01_99_20180323_095514.wav,eval,480,1008,0.00939616,inf,600,600,#NAME?,0,0,60
3540,spk00011,RAW_SPK00011_M_P2199_L001_17_01_99_20180323_095514.wav,eval,480,1008,0.00939616,inf,40,640,#NAME?,0,0,9.756097794
3541,spk00012,RAW_SPK00012_M_P2115_L001_03_01_99_20180321_215104.wav,eval,0,624,0.032130963,inf,900,900,#NAME?,0,0,90
3542,spk00012,RAW_SPK00012_M_P2115_L001_03_01_99_20180321_215104.wav,eval,0,624,0.032130963,inf,930,1830,#NAME?,0,0,89.42308044
3543,spk00012,RAW_SPK00012_M_P2115_L001_03_01_99_20180321_215104.wav,eval,0,624,0.032130963,inf,370,2200,#NAME?,0,0,55.22388077
3544,spk00012,RAW_SPK00012_M_P2115_L001_05_01_99_20180322_083513.wav,eval,352,848,0.005318926,inf,940,940,#NAME?,0,0,94
3545,spk00012,RAW_SPK00012_M_P2115_L001_05_01_99_20180322_083513.wav,eval,352,848,0.005318926,inf,1000,1940,#NAME?,0,0,96.15384674
3546,spk00012,RAW_SPK00012_M_P2115_L001_05_01_99_20180322_083513.wav,eval,352,848,0.005318926,inf,240,2180,#NAME?,0,0,23.07692337
3547,spk00012,RAW_SPK00012_M_P2115_L001_05_01_99_20180322_083513.wav,eval,352,848,0.005318926,inf,0,2180,#NAME?,0,0,0
3548,spk00012,RAW_SPK00012_M_P2115_L001_07_01_99_20180322_201806.wav,eval,0,640,0.014095187,inf,880,880,#NAME?,0,0,88
3549,spk00012,RAW_SPK00012_M_P2115_L001_07_01_99_20180322_201806.wav,eval,0,640,0.014095187,inf,970,1850,#NAME?,0,0,95.09803772
3550,spk00012,RAW_SPK00012_M_P2115_L001_12_01_99_20180322_210515.wav,eval,160,720,0.013531669,inf,940,940,#NAME?,0,0,94
3551,spk00012,RAW_SPK00012_M_P2115_L001_12_01_99_20180322_210515.wav,eval,160,720,0.013531669,inf,1000,1940,#NAME?,0,0,96.15384674
3552,spk00012,RAW_SPK00012_M_P2115_L001_12_01_99_20180322_210515.wav,eval,160,720,0.013531669,inf,30,1970,#NAME?,0,0,30
3553,spk00012,RAW_SPK00012_M_P2115_L001_13_01_99_20180322_210614.wav,eval,192,768,0.003840086,inf,940,940,#NAME?,0,0,94
3554,spk00012,RAW_SPK00012_M_P2115_L001_13_01_99_20180322_210614.wav,eval,192,768,0.003840086,inf,970,1910,#NAME?,0,0,93.2692337
3555,spk00012,RAW_SPK00012_M_P2115_L001_13_01_99_20180322_210614.wav,eval,192,768,0.003840086,inf,0,1910,#NAME?,0,0,0
3556,spk00012,RAW_SPK00012_M_P2115_L001_14_01_99_20180322_210749.wav,eval,48,528,0.006391177,inf,880,880,#NAME?,0,0,88
3557,spk00012,RAW_SPK00012_M_P2115_L001_14_01_99_20180322_210749.wav,eval,48,528,0.006391177,inf,720,1600,#NAME?,0,0,79.12088013
3558,spk00012,RAW_SPK00012_M_P2115_L001_15_01_99_20180322_210835.wav,eval,144,608,0.00669242,inf,940,940,#NAME?,0,0,94
3559,spk00012,RAW_SPK00012_M_P2115_L001_15_01_99_20180322_210835.wav,eval,144,608,0.00669242,inf,740,1680,#NAME?,0,0,88.09523773
3560,spk00012,RAW_SPK00012_M_P2115_L001_16_01_99_20180322_210907.wav,eval,0,720,0.005266184,inf,940,940,#NAME?,0,0,94
3561,spk00012,RAW_SPK00012_M_P2115_L001_16_01_99_20180322_210907.wav,eval,0,720,0.005266184,inf,780,1720,#NAME?,0,0,85.7142868
3562,spk00012,RAW_SPK00012_M_P2199_L001_02_01_99_20180321_205154.wav,eval,256,784,0.019186779,inf,610,610,#NAME?,0,0,61
3563,spk00012,RAW_SPK00012_M_P2199_L001_02_01_99_20180321_205154.wav,eval,256,784,0.019186779,inf,0,610,#NAME?,0,0,0
3564,spk00012,RAW_SPK00012_M_P2199_L001_03_01_99_20180321_215112.wav,eval,0,720,0.009300908,inf,420,420,#NAME?,0,0,44.21052551
3565,spk00012,RAW_SPK00012_M_P2199_L001_05_01_99_20180322_083548.wav,eval,192,1120,0.006981295,inf,940,940,#NAME?,0,0,94
3566,spk00012,RAW_SPK00012_M_P2199_L001_05_01_99_20180322_083548.wav,eval,192,1120,0.006981295,inf,590,1530,#NAME?,0,0,56.73077011
3567,spk00012,RAW_SPK00012_M_P2199_L001_05_01_99_20180322_083548.wav,eval,192,1120,0.006981295,inf,0,1530,#NAME?,0,0,0
3568,spk00012,RAW_SPK00012_M_P2199_L001_06_01_99_20180322_201720.wav,eval,336,1008,0.005381911,inf,780,780,#NAME?,0,0,78
3569,spk00012,RAW_SPK00012_M_P2199_L001_06_01_99_20180322_201720.wav,eval,336,1008,0.005381911,inf,50,830,#NAME?,0,0,55.55555725
3570,spk00012,RAW_SPK00012_M_P2199_L001_07_01_99_20180322_201828.wav,eval,608,1120,0.00494874,inf,520,520,#NAME?,0,0,60.46511459
