^ORIGIN_CITY_NAME^DEST_CITY_NAME
14^Guangzhou, China^Saipan, TT
112068^Cedar Rapids/Iowa City, IA^Minneapolis, MN
112069^Denver, CO^Jackson, WY
112070^Detroit, MI^Kalamazoo, MI
112071^Detroit, MI^Dayton, OH
112072^Houston, TX^Memphis, TN
112073^Indianapolis, IN^Minneapolis, MN
112074^Los Angeles, CA^Fresno, CA
112075^Los Angeles, CA^San Diego, CA
112076^Los Angeles, CA^Tucson, AZ
112077^Madison, WI^Chicago, IL
112078^Minneapolis, MN^Boise, ID
112079^Minneapolis, MN^Cedar Rapids/Iowa City, IA
112080^Ontario, CA^Seattle, WA
112081^Ontario, CA^Salt Lake City, UT
112082^Chicago, IL^Des Moines, IA
112083^Chicago, IL^Lincoln, NE
112084^Norfolk, VA^Houston, TX
112085^Palm Springs, CA^Denver, CO
112087^Salt Lake City, UT^Austin, TX
112088^Salt Lake City, UT^Ontario, CA
112089^St. Louis, MO^Chicago, IL
112090^Guadalajara, Mexico^Phoenix, AZ
112091^Phoenix, AZ^Guadalajara, Mexico
112092^Austin, TX^Charlotte, NC
112093^Charlotte, NC^Austin, TX
112094^Charlotte, NC^Hartford, CT
112095^Charlotte, NC^Syracuse, NY
112096^Minneapolis, MN^Phoenix, AZ
112097^Philadelphia, PA^Boston, MA
112098^Philadelphia, PA^Chicago, IL
112099^Philadelphia, PA^Phoenix, AZ
112100^Phoenix, AZ^Houston, TX
112101^Pittsburgh, PA^Philadelphia, PA
112102^San Francisco, CA^Philadelphia, PA
112103^Syracuse, NY^Charlotte, NC
112104^Paris, France^Philadelphia, PA
112105^Charlotte, NC^London, United Kingdom
112106^London, United Kingdom^Charlotte, NC
112107^Munich, Germany^Philadelphia, PA
112108^Charlotte, NC^San Jose, Costa Rica
112109^Phoenix, AZ^San Jose, Costa Rica
112110^San Jose, Costa Rica^Charlotte, NC
112111^Miami, FL^St. Louis, MO
112112^Sarasota/Bradenton, FL^Washington, DC
112113^Tallahassee, FL^Miami, FL
112115^Denver, CO^Dayton, OH
112116^Chicago, IL^Richmond, VA
112117^Richmond, VA^Chicago, IL
112118^Tulsa, OK^Denver, CO
112119^Boise, ID^Lewiston, ID
112120^Los Angeles, CA^Sun Valley/Hailey/Ketchum, ID
112121^Lewiston, ID^Boise, ID
112122^Seattle, WA^Sun Valley/Hailey/Ketchum, ID
112123^Nashville, TN^Newark, NJ
112124^Denver, CO^Dallas/Fort Worth, TX
112125^Newark, NJ^Norfolk, VA
112126^Newark, NJ^Toronto, Canada
112134^Cancun, Mexico^Orlando, FL
112135^Fort Lauderdale, FL^Kingston, Jamaica
112136^Kingston, Jamaica^Fort Lauderdale, FL
112137^Orlando, FL^Cancun, Mexico
112138^Brownsville, TX^Dallas/Fort Worth, TX
112139^Buffalo, NY^Chicago, IL
112140^Dallas/Fort Worth, TX^Bismarck/Mandan, ND
112141^Dallas/Fort Worth, TX^Brownsville, TX
112142^Dallas/Fort Worth, TX^Des Moines, IA
112143^Dallas/Fort Worth, TX^Santa Fe, NM
112144^Des Moines, IA^Dallas/Fort Worth, TX
112145^Little Rock, AR^Chicago, IL
112148^Chicago, IL^Syracuse, NY
112149^Santa Fe, NM^Dallas/Fort Worth, TX
112150^Syracuse, NY^Chicago, IL
112151^Dallas/Fort Worth, TX^Morelia, Mexico
112155^Niagara Falls, NY^Punta Gorda, FL
112156^Las Vegas, NV^Fresno, CA
112157^Punta Gorda, FL^Niagara Falls, NY
112158^Atlanta, GA^Fort Lauderdale, FL
112159^Dallas/Fort Worth, TX^Chicago, IL
112160^Dallas/Fort Worth, TX^Philadelphia, PA
112161^Fort Lauderdale, FL^Atlanta, GA
112162^Chicago, IL^Dallas/Fort Worth, TX
112163^Fort Lauderdale, FL^Santo Domingo, Dominican Republic
112164^Santo Domingo, Dominican Republic^Fort Lauderdale, FL
112165^Albany, NY^Chicago, IL
112166^Boston, MA^Chicago, IL
112167^Baltimore, MD^Chicago, IL
112168^Denver, CO^Jackson, WY
112169^Denver, CO^San Antonio, TX
112170^Dallas/Fort Worth, TX^Denver, CO
112171^Newark, NJ^San Francisco, CA
112172^Newark, NJ^San Juan, PR
112173^Washington, DC^Denver, CO
112174^Houston, TX^Washington, DC
112175^Houston, TX^San Antonio, TX
112176^Houston, TX^San Francisco, CA
112177^Houston, TX^Sacramento, CA
112178^Houston, TX^Tampa, FL
112179^Indianapolis, IN^Chicago, IL
112180^Chicago, IL^Albany, NY
112181^Chicago, IL^Denver, CO
112182^Chicago, IL^Palm Springs, CA
112183^Chicago, IL^San Francisco, CA
112184^Palm Springs, CA^San Francisco, CA
112185^San Antonio, TX^Houston, TX
112186^San Francisco, CA^Houston, TX
112187^San Francisco, CA^Kona, HI
112188^Amsterdam, Netherlands^Newark, NJ
112189^Cancun, Mexico^Newark, NJ
112190^Newark, NJ^Cancun, Mexico
112191^Punta Cana, Dominican Republic^Washington, DC
112193^Hartford, CT^Denver, CO
112194^Nashville, TN^Pensacola, FL
112195^Boston, MA^Nashville, TN
112196^Buffalo, NY^Las Vegas, NV
112197^Buffalo, NY^Fort Myers, FL
112198^Baltimore, MD^Austin, TX
112199^Columbus, OH^Orlando, FL
112200^Dallas, TX^Little Rock, AR
112201^Dayton, OH^Denver, CO
112202^Denver, CO^Fort Lauderdale, FL
112203^Denver, CO^St. Louis, MO
112204^Fort Lauderdale, FL^Baltimore, MD
112205^Fort Lauderdale, FL^Indianapolis, IN
112206^Greer, SC^Baltimore, MD
112207^Houston, TX^Raleigh/Durham, NC
112208^Las Vegas, NV^Des Moines, IA
112209^Las Vegas, NV^Kansas City, MO
112210^Las Vegas, NV^Oakland, CA
112211^Orlando, FL^Philadelphia, PA
112212^Orlando, FL^Phoenix, AZ
112213^Chicago, IL^Little Rock, AR
112214^Chicago, IL^Raleigh/Durham, NC
112215^Oakland, CA^Seattle, WA
112216^West Palm Beach/Palm Beach, FL^Baltimore, MD
112217^Phoenix, AZ^Austin, TX
112218^Phoenix, AZ^Dallas, TX
112219^Providence, RI^Baltimore, MD
112220^Fort Myers, FL^Grand Rapids, MI
112221^San Diego, CA^San Jose, CA
112222^San Antonio, TX^Tampa, FL
112223^Seattle, WA^Chicago, IL
112224^Seattle, WA^Milwaukee, WI
112225^Santa Ana, CA^Las Vegas, NV
112226^Tampa, FL^Hartford, CT
112227^Tampa, FL^Memphis, TN
112228^Tampa, FL^Milwaukee, WI
112229^Tampa, FL^San Antonio, TX
112230^Tucson, AZ^San Diego, CA
112231^Cleveland, OH^Charlotte, NC
112232^Charlotte, NC^Cleveland, OH
112233^Durango, CO^Dallas/Fort Worth, TX
112234^Durango, CO^Phoenix, AZ
112235^Los Angeles, CA^Edmonton, Canada
112236^Oklahoma City, OK^Washington, DC
112237^Phoenix, AZ^Durango, CO
112238^Montreal, Canada^Washington, DC
112239^Atlanta, GA^Cleveland, OH
112240^Cleveland, OH^Atlanta, GA
112241^Denver, CO^Seattle, WA
112242^Seattle, WA^Denver, CO
112252^Detroit, MI^Hartford, CT
112253^Detroit, MI^Houston, TX
112254^Detroit, MI^Pittsburgh, PA
112255^Washington, DC^Detroit, MI
112256^Minneapolis, MN^Cleveland, OH
112257^San Antonio, TX^Minneapolis, MN
112258^Miami, FL^Philadelphia, PA
112259^Philadelphia, PA^Miami, FL
112260^Raleigh/Durham, NC^Dallas/Fort Worth, TX
112261^Calgary, Canada^Dallas/Fort Worth, TX
112262^Hamilton, Bermuda^Miami, FL
112263^New York, NY^Hamilton, Bermuda
112264^Miami, FL^Hamilton, Bermuda
112265^Miami, FL^Port-au-Prince, Haiti
112266^Port-au-Prince, Haiti^New York, NY
112267^Port-au-Prince, Haiti^Miami, FL
112268^Louisville, KY^Detroit, MI
112269^Seattle, WA^Vancouver, Canada
112271^Atlanta, GA^Asheville, NC
112272^Atlanta, GA^Nashville, TN
112274^Atlanta, GA^Washington, DC
112276^Atlanta, GA^Lexington, KY
112277^Atlanta, GA^Sarasota/Bradenton, FL
112279^Nashville, TN^Atlanta, GA
112280^Boston, MA^Minneapolis, MN
112281^Bozeman, MT^Minneapolis, MN
112282^Washington, DC^Atlanta, GA
112283^Detroit, MI^Charlotte, NC
112284^Detroit, MI^Indianapolis, IN
112285^Detroit, MI^Las Vegas, NV
112287^Indianapolis, IN^Detroit, MI
112289^Las Vegas, NV^Detroit, MI
112292^Minneapolis, MN^Hartford, CT
112293^Minneapolis, MN^Bozeman, MT
112295^Minneapolis, MN^Portland, OR
112296^New Orleans, LA^Atlanta, GA
112299^Portland, OR^Minneapolis, MN
112300^Seattle, WA^Minneapolis, MN
112301^Salt Lake City, UT^Philadelphia, PA
112302^Sarasota/Bradenton, FL^Atlanta, GA
112304^Los Angeles, CA^London, United Kingdom
112305^London, United Kingdom^Los Angeles, CA
112307^Guam, TT^Nagoya, Japan
112308^Osaka, Japan^Guam, TT
112310^Nagoya, Japan^Guam, TT
112314^Atlanta, GA^Scranton/Wilkes-Barre, PA
112315^Atlanta, GA^Gainesville, FL
112316^Atlanta, GA^Jackson/Vicksburg, MS
112317^Atlanta, GA^Moline, IL
112318^Atlanta, GA^Omaha, NE
112319^Bloomington/Normal, IL^Atlanta, GA
112320^Cedar Rapids/Iowa City, IA^Detroit, MI
112321^Huntsville, AL^Denver, CO
112322^Jackson/Vicksburg, MS^Atlanta, GA
112324^Lincoln, NE^Atlanta, GA
112325^Moline, IL^Atlanta, GA
112326^Omaha, NE^Atlanta, GA
112330^Ixtapa/Zihuatanejo, Mexico^Houston, TX
112331^Denver, CO^El Paso, TX
112332^Denver, CO^Las Vegas, NV
112333^Denver, CO^Calgary, Canada
112334^Detroit, MI^Houston, TX
112335^Spokane, WA^Salt Lake City, UT
112336^Houston, TX^Detroit, MI
112338^Las Vegas, NV^Seattle, WA
112339^Midland/Odessa, TX^Houston, TX
112340^Minneapolis, MN^Columbus, OH
112341^Minneapolis, MN^Sioux Falls, SD
112342^Minneapolis, MN^Houston, TX
112343^Chicago, IL^Moline, IL
112344^Portland, OR^Santa Barbara, CA
112345^Phoenix, AZ^Oakland, CA
112346^Santa Barbara, CA^Seattle, WA
112347^San Francisco, CA^Oklahoma City, OK
112348^Tulsa, OK^Chicago, IL
112349^Calgary, Canada^Denver, CO
112350^Charlotte, NC^New Orleans, LA
112351^Monterey, CA^Phoenix, AZ
112352^Phoenix, AZ^Monterey, CA
112354^Aspen, CO^Los Angeles, CA
112355^Atlanta, GA^Chicago, IL
112356^Birmingham, AL^Dallas/Fort Worth, TX
112357^Bismarck/Mandan, ND^Chicago, IL
112360^Buffalo, NY^Chicago, IL
112365^Dallas/Fort Worth, TX^Fargo, ND
112366^Des Moines, IA^Dallas/Fort Worth, TX
112367^Fargo, ND^Dallas/Fort Worth, TX
112378^Chicago, IL^Atlanta, GA
112380^Chicago, IL^Nashville, TN
112381^Chicago, IL^Buffalo, NY
112382^Chicago, IL^Baltimore, MD
112383^Chicago, IL^Champaign/Urbana, IL
112384^Chicago, IL^Rochester, NY
112387^Rochester, NY^Chicago, IL
112388^Santa Fe, NM^Dallas/Fort Worth, TX
112390^Marsh Harbour, The Bahamas^Miami, FL
112391^Miami, FL^Marsh Harbour, The Bahamas
112396^Dayton, OH^Denver, CO
112397^Chicago, IL^Cleveland, OH
112398^Pittsburgh, PA^New York, NY
112399^Baltimore, MD^Philadelphia, PA
112400^Atlanta, GA^Seattle, WA
112401^Los Angeles, CA^Anchorage, AK
112402^Los Angeles, CA^Portland, OR
112403^Philadelphia, PA^Seattle, WA
112404^San Diego, CA^Portland, OR
112405^San Diego, CA^Portland, OR
112406^Seattle, WA^Anchorage, AK
112407^Seattle, WA^Atlanta, GA
112408^Seattle, WA^Las Vegas, NV
112409^Seattle, WA^Orlando, FL
112410^Seattle, WA^Philadelphia, PA
112411^Salt Lake City, UT^San Francisco, CA
112412^Buffalo, NY^Orlando, FL
112413^Orlando, FL^Buffalo, NY
112414^Worcester, MA^Fort Lauderdale, FL
112416^Dallas/Fort Worth, TX^Evansville, IN
112417^Dallas/Fort Worth, TX^Savannah, GA
112418^Evansville, IN^Dallas/Fort Worth, TX
112419^Savannah, GA^Dallas/Fort Worth, TX
112420^Tallahassee, FL^Dallas/Fort Worth, TX
112423^Cleveland, OH^Phoenix, AZ
112424^Charlotte, NC^Philadelphia, PA
112425^Charlotte, NC^Philadelphia, PA
112426^Charlotte, NC^Pittsburgh, PA
112427^Charlotte, NC^Salt Lake City, UT
112428^Charlotte, NC^Syracuse, NY
112429^Fort Lauderdale, FL^Phoenix, AZ
112430^Orlando, FL^Philadelphia, PA
112431^Philadelphia, PA^Orlando, FL
112432^Phoenix, AZ^Cleveland, OH
112433^Phoenix, AZ^Fort Lauderdale, FL
112434^Salt Lake City, UT^Charlotte, NC
112435^Syracuse, NY^Charlotte, NC
112436^Paris, France^Charlotte, NC
112437^Rome, Italy^Philadelphia, PA
112438^Lisbon, Portugal^Philadelphia, PA
112439^Nassau, The Bahamas^Philadelphia, PA
112440^Philadelphia, PA^Nassau, The Bahamas
112441^Punta Cana, Dominican Republic^Philadelphia, PA
112446^Atlanta, GA^Milwaukee, WI
112447^Austin, TX^San Diego, CA
112448^Nashville, TN^Fort Lauderdale, FL
112449^Nashville, TN^Kansas City, MO
112450^Boise, ID^Oakland, CA
112451^Baltimore, MD^Buffalo, NY
112452^Akron, OH^Boston, MA
112453^Akron, OH^Denver, CO
112454^Dallas, TX^Nashville, TN
112455^Denver, CO^Boise, ID
112456^Denver, CO^Jacksonville, FL
112457^Fort Lauderdale, FL^Austin, TX
112458^Houston, TX^Midland/Odessa, TX
112459^Houston, TX^Pittsburgh, PA
112460^Indianapolis, IN^Orlando, FL
112461^Indianapolis, IN^Tampa, FL
112462^Islip, NY^Orlando, FL
112463^Los Angeles, CA^Baltimore, MD
112464^Los Angeles, CA^Tucson, AZ
112465^Little Rock, AR^Las Vegas, NV
112466^Orlando, FL^Phoenix, AZ
112467^Orlando, FL^Richmond, VA
112468^Chicago, IL^Providence, RI
112469^Milwaukee, WI^Los Angeles, CA
112470^Milwaukee, WI^Kansas City, MO
112471^Milwaukee, WI^St. Louis, MO
112472^New Orleans, LA^Newark, NJ
112473^New Orleans, LA^Los Angeles, CA
112474^New Orleans, LA^Kansas City, MO
112475^Oakland, CA^Seattle, WA
112476^West Palm Beach/Palm Beach, FL^Islip, NY
112477^Phoenix, AZ^Nashville, TN
112478^Phoenix, AZ^Cleveland, OH
112479^Phoenix, AZ^Louisville, KY
112480^Richmond, VA^Orlando, FL
112481^Seattle, WA^Chicago, IL
112482^Seattle, WA^Sacramento, CA
112483^San Francisco, CA^Chicago, IL
112484^Sacramento, CA^Denver, CO
112485^St. Louis, MO^Panama City, FL
112486^Tulsa, OK^Denver, CO
112487^Tulsa, OK^Houston, TX
112488^Tulsa, OK^Phoenix, AZ
112489^Atlanta, GA^Austin, TX
112490^Austin, TX^Atlanta, GA
112491^Nashville, TN^Denver, CO
112492^Denver, CO^Nashville, TN
112493^Denver, CO^New York, NY
112494^Denver, CO^Miami, FL
112495^Denver, CO^Seattle, WA
112496^Dallas/Fort Worth, TX^Denver, CO
112497^Houston, TX^Phoenix, AZ
112498^Chicago, IL^Salt Lake City, UT
112499^Phoenix, AZ^Houston, TX
112500^Phoenix, AZ^San Francisco, CA
112501^Seattle, WA^Denver, CO
112502^San Francisco, CA^Phoenix, AZ
112516^Hartford, CT^Newark, NJ
112517^Cincinnati, OH^Kansas City, MO
112518^Rochester, NY^New York, NY
112519^Boston, MA^Los Angeles, CA
112520^Columbus, OH^Chicago, IL
112521^Washington, DC^Houston, TX
112522^Denver, CO^Seattle, WA
112523^Newark, NJ^Las Vegas, NV
112524^Fort Lauderdale, FL^San Francisco, CA
112525^Washington, DC^Orlando, FL
112526^Houston, TX^San Diego, CA
112527^Kona, HI^San Francisco, CA
112528^Los Angeles, CA^Cleveland, OH
112529^Orlando, FL^Newark, NJ
112530^New Orleans, LA^Newark, NJ
112531^Chicago, IL^Cleveland, OH
112532^Chicago, IL^Columbus, OH
112533^Chicago, IL^New York, NY
112534^Chicago, IL^Minneapolis, MN
112535^Philadelphia, PA^Denver, CO
112536^Philadelphia, PA^Chicago, IL
112537^San Diego, CA^Houston, TX
112538^Seattle, WA^Chicago, IL
112539^San Francisco, CA^Kona, HI
112540^Santa Ana, CA^Denver, CO
112541^Sarasota/Bradenton, FL^Newark, NJ
112542^Tampa, FL^Denver, CO
112543^Vancouver, Canada^Denver, CO
112544^Paris, France^San Francisco, CA
112545^Newark, NJ^London, United Kingdom
112546^Newark, NJ^Oslo, Norway
112547^Rome, Italy^Washington, DC
112548^Washington, DC^Amsterdam, Netherlands
112549^Washington, DC^Zurich, Switzerland
112550^Berlin, Germany^Newark, NJ
112551^Zurich, Switzerland^Washington, DC
112552^Los Angeles, CA^Melbourne, Australia
112553^Melbourne, Australia^Los Angeles, CA
112554^Charlotte, NC^Washington, DC
112555^Charlotte, NC^Wilmington, NC
112556^Charlotte, NC^Oklahoma City, OK
112557^Wilmington, NC^Charlotte, NC
112558^Kansas City, MO^Washington, DC
112559^Miami, FL^St. Louis, MO
112560^Myrtle Beach, SC^Newark, NJ
112561^St. Louis, MO^Miami, FL
112562^Newark, NJ^Toronto, Canada
112563^Atlanta, GA^Detroit, MI
112564^Dallas/Fort Worth, TX^Minneapolis, MN
112565^Dallas/Fort Worth, TX^New Orleans, LA
112566^Fort Lauderdale, FL^Atlantic City, NJ
112567^Las Vegas, NV^Minneapolis, MN
112568^Minneapolis, MN^Las Vegas, NV
112569^New Orleans, LA^Dallas/Fort Worth, TX
112570^Chicago, IL^Denver, CO
112572^Cleveland, OH^Charlotte, NC
112573^Charlotte, NC^Cleveland, OH
112574^Dallas/Fort Worth, TX^Milwaukee, WI
112575^Washington, DC^Jacksonville, FL
112576^Jacksonville, FL^Washington, DC
112577^Milwaukee, WI^Dallas/Fort Worth, TX
112578^Monterey, CA^Phoenix, AZ
112579^Norfolk, VA^Charlotte, NC
112580^Phoenix, AZ^Monterey, CA
112581^Bellingham, WA^Palm Springs, CA
112582^Palm Springs, CA^Bellingham, WA
112584^Flint, MI^Minneapolis, MN
112585^Washington, DC^Minneapolis, MN
112587^Minneapolis, MN^Hartford, CT
112588^Minneapolis, MN^Fargo, ND
112589^San Antonio, TX^New York, NY
112590^Boston, MA^Miami, FL
112591^Dallas/Fort Worth, TX^Los Angeles, CA
112592^Los Angeles, CA^Dallas/Fort Worth, TX
112593^Miami, FL^Boston, MA
112594^San Diego, CA^Miami, FL
112595^Raleigh/Durham, NC^London, United Kingdom
112596^Brasilia, Brazil^Miami, FL
112597^Manaus, Brazil^Miami, FL
112598^Sao Paulo, Brazil^Miami, FL
112599^Shanghai, China^Chicago, IL
112600^Albany, NY^Newark, NJ
112601^Atlanta, GA^Lafayette, LA
112602^Detroit, MI^Austin, TX
112606^Houston, TX^Des Moines, IA
112607^Houston, TX^Minneapolis, MN
112608^Lafayette, LA^Atlanta, GA
112609^Chicago, IL^Charleston, SC
112610^Chicago, IL^Fayetteville, AR
112612^London, Canada^Chicago, IL
112616^Seattle, WA^Chicago, IL
112617^Seattle, WA^San Diego, CA
112618^San Jose, CA^Portland, OR
112619^Washington, DC^Syracuse, NY
112620^Chicago, IL^Montreal, Canada
112621^Richmond, VA^Chicago, IL
112622^Dallas/Fort Worth, TX^Detroit, MI
112623^Vancouver, Canada^Salt Lake City, UT
112625^Atlanta, GA^Las Vegas, NV
112626^Boston, MA^New York, NY
112627^Boston, MA^Salt Lake City, UT
112628^Detroit, MI^Fort Lauderdale, FL
112629^Newark, NJ^Salt Lake City, UT
112631^New York, NY^Denver, CO
112632^New York, NY^Charlotte Amalie, VI
112633^Miami, FL^Atlanta, GA
112634^Minneapolis, MN^Boston, MA
112635^Minneapolis, MN^Palm Springs, CA
112636^Minneapolis, MN^San Diego, CA
112637^Minneapolis, MN^St. Louis, MO
112638^Phoenix, AZ^Detroit, MI
112639^Palm Springs, CA^Minneapolis, MN
112640^Seattle, WA^Honolulu, HI
112641^San Francisco, CA^Salt Lake City, UT
112642^Salt Lake City, UT^Boise, ID
112643^Salt Lake City, UT^Phoenix, AZ
112644^Salt Lake City, UT^San Diego, CA
112645^St. Louis, MO^Minneapolis, MN
112646^Charlotte Amalie, VI^New York, NY
112647^Tucson, AZ^Atlanta, GA
112649^Atlanta, GA^Rome, Italy
112650^Rome, Italy^Atlanta, GA
112651^London, United Kingdom^Minneapolis, MN
112652^Minneapolis, MN^London, United Kingdom
112655^Colorado Springs, CO^Seattle, WA
112657^Denver, CO^El Paso, TX
112658^Des Moines, IA^Minneapolis, MN
112659^Detroit, MI^Houston, TX
112660^Detroit, MI^Milwaukee, WI
112661^Spokane, WA^Los Angeles, CA
112662^Green Bay, WI^Atlanta, GA
112663^Houston, TX^Cincinnati, OH
112665^Mission/McAllen/Edinburg, TX^Houston, TX
112666^Ontario, CA^Salt Lake City, UT
112667^Chicago, IL^Moline, IL
112668^Chicago, IL^Calgary, Canada
112670^Santa Barbara, CA^Portland, OR
112671^Seattle, WA^Colorado Springs, CO
112672^San Francisco, CA^San Diego, CA
112673^San Francisco, CA^Kelowna, Canada
112674^Salt Lake City, UT^Kalispell, MT
112675^Salt Lake City, UT^Idaho Falls, ID
112676^Salt Lake City, UT^Ontario, CA
112677^Salt Lake City, UT^San Francisco, CA
112678^St. Louis, MO^San Francisco, CA
112679^Edmonton, Canada^Seattle, WA
112680^Calgary, Canada^Seattle, WA
112681^Charlotte, NC^Lexington, KY
112682^Columbus, OH^Charlotte, NC
112683^Denver, CO^Atlanta, GA
112684^Oklahoma City, OK^Denver, CO
112686^Charlotte, NC^Chicago, IL
112687^Kansas City, MO^Charlotte, NC
112688^Ontario, CA^Phoenix, AZ
112689^Philadelphia, PA^Miami, FL
112690^Phoenix, AZ^Ontario, CA
112691^Phoenix, AZ^Tampa, FL
112692^Tampa, FL^Phoenix, AZ
112693^London, United Kingdom^Charlotte, NC
112694^London, United Kingdom^Philadelphia, PA
112695^Madrid, Spain^Philadelphia, PA
112696^Manchester, United Kingdom^Philadelphia, PA
112697^Philadelphia, PA^Madrid, Spain
112698^Charlotte, NC^Grand Cayman, Cayman Islands
112699^Grand Cayman, Cayman Islands^Charlotte, NC
112701^Columbus, OH^Minneapolis, MN
112702^Detroit, MI^Charleston, SC
112703^Detroit, MI^Pittsburgh, PA
112707^New York, NY^Santo Domingo, Dominican Republic
112708^New York, NY^St. Lucia, Saint Lucia
112709^Santo Domingo, Dominican Republic^New York, NY
112710^St. Lucia, Saint Lucia^New York, NY
112711^Honolulu, HI^New York, NY
112712^New York, NY^Honolulu, HI
112723^Atlantic City, NJ^Fort Lauderdale, FL
112724^Boston, MA^Fort Lauderdale, FL
112725^Boston, MA^Myrtle Beach, SC
112726^Boston, MA^Fort Myers, FL
112727^Dallas/Fort Worth, TX^San Diego, CA
112728^Detroit, MI^New York, NY
112729^Detroit, MI^New York, NY
112730^Fort Lauderdale, FL^Detroit, MI
112731^Fort Lauderdale, FL^Myrtle Beach, SC
112732^Fort Lauderdale, FL^Plattsburgh, NY
112733^New York, NY^Dallas/Fort Worth, TX
112734^New York, NY^Detroit, MI
112735^Fort Myers, FL^Boston, MA
112736^San Diego, CA^Dallas/Fort Worth, TX
112737^Fort Lauderdale, FL^Montego Bay, Jamaica
112738^Fort Lauderdale, FL^Port-au-Prince, Haiti
112739^Montego Bay, Jamaica^Fort Lauderdale, FL
112740^Port-au-Prince, Haiti^Fort Lauderdale, FL
112741^San Diego, CA^San Jose del Cabo, Mexico
112742^San Jose del Cabo, Mexico^San Diego, CA
112743^Albany, NY^Chicago, IL
112744^Boston, MA^Chicago, IL
112745^Cleveland, OH^Tampa, FL
112746^Dallas/Fort Worth, TX^Chicago, IL
112747^Des Moines, IA^Chicago, IL
112748^Newark, NJ^Chicago, IL
112749^Fort Lauderdale, FL^Chicago, IL
112750^Washington, DC^Denver, CO
112751^Washington, DC^San Francisco, CA
112752^Houston, TX^Austin, TX
112753^Houston, TX^Denver, CO
112754^Houston, TX^San Juan, PR
112755^Chicago, IL^Philadelphia, PA
112756^Philadelphia, PA^San Francisco, CA
112757^Pittsburgh, PA^Houston, TX
112758^San Diego, CA^Washington, DC
112759^San Francisco, CA^Vancouver, Canada
112760^Houston, TX^Rio de Janeiro, Brazil
112761^Tokyo, Japan^Los Angeles, CA
112762^Albuquerque, NM^Baltimore, MD
112763^Austin, TX^Los Angeles, CA
112764^Nashville, TN^Austin, TX
112765^Columbus, OH^Phoenix, AZ
112766^Dallas, TX^Amarillo, TX
112767^Dallas, TX^Lubbock, TX
112768^Dallas, TX^Orlando, FL
112769^Denver, CO^Akron, OH
112770^Denver, CO^Indianapolis, IN
112771^Panama City, FL^Nashville, TN
112772^Fort Lauderdale, FL^Providence, RI
112773^Flint, MI^Tampa, FL
112774^Houston, TX^Austin, TX
112775^Las Vegas, NV^Dallas, TX
112776^Las Vegas, NV^Kansas City, MO
112777^Las Vegas, NV^Louisville, KY
112778^Little Rock, AR^Phoenix, AZ
112779^Kansas City, MO^Boston, MA
112780^Chicago, IL^Albany, NY
112781^Chicago, IL^Jacksonville, FL
112782^Chicago, IL^Salt Lake City, UT
112783^Memphis, TN^Orlando, FL
112784^Manchester, NH^Chicago, IL
112785^New Orleans, LA^Newark, NJ
112786^New Orleans, LA^Orlando, FL
112787^Oakland, CA^Albuquerque, NM
112788^Oakland, CA^Portland, OR
112789^Ontario, CA^Denver, CO
112790^Ontario, CA^Phoenix, AZ
112791^Phoenix, AZ^Spokane, WA
112792^Phoenix, AZ^Los Angeles, CA
112793^Phoenix, AZ^Little Rock, AR
112794^Reno, NV^Las Vegas, NV
112795^Rochester, NY^Tampa, FL
112796^San Diego, CA^New Orleans, LA
112797^Louisville, KY^Denver, CO
112798^Louisville, KY^Tampa, FL
112799^St. Louis, MO^Omaha, NE
112800^Tulsa, OK^Las Vegas, NV
112801^Tulsa, OK^St. Louis, MO
112802^Washington, DC^Des Moines, IA
112803^Washington, DC^West Palm Beach/Palm Beach, FL
112805^Newark, NJ^Providence, RI
112806^West Palm Beach/Palm Beach, FL^Washington, DC
112807^Pittsburgh, PA^Washington, DC
112808^Providence, RI^Newark, NJ
112812^Atlanta, GA^Cleveland, OH
112813^Atlanta, GA^Chicago, IL
112814^Cleveland, OH^Atlanta, GA
112815^Denver, CO^Minneapolis, MN
112816^Denver, CO^Chicago, IL
112817^Washington, DC^Las Vegas, NV
112818^Las Vegas, NV^Washington, DC
112819^Minneapolis, MN^Denver, CO
112820^Chicago, IL^Atlanta, GA
112821^Chicago, IL^Denver, CO
112823^Jacksonville, FL^Chicago, IL
112825^Chicago, IL^Jacksonville, FL
112827^Chicago, IL^Lexington, KY
112831^Cincinnati, OH^Detroit, MI
112832^Detroit, MI^Appleton, WI
112833^Detroit, MI^Raleigh/Durham, NC
112834^New York, NY^Minneapolis, MN
112835^Austin, TX^Los Angeles, CA
112836^Dallas/Fort Worth, TX^New York, NY
112837^Dallas/Fort Worth, TX^Los Angeles, CA
112838^Dallas/Fort Worth, TX^San Juan, PR
112839^Dallas/Fort Worth, TX^Tulsa, OK
112840^Houston, TX^Dallas/Fort Worth, TX
112841^Los Angeles, CA^Austin, TX
112842^Los Angeles, CA^Dallas/Fort Worth, TX
112843^Los Angeles, CA^Eagle, CO
112844^Chicago, IL^Dallas/Fort Worth, TX
112845^Raleigh/Durham, NC^Dallas/Fort Worth, TX
112846^San Francisco, CA^Miami, FL
112847^Tulsa, OK^Dallas/Fort Worth, TX
112848^Miami, FL^Port of Spain, Trinidad and Tobago
112849^Miami, FL^San Jose, Costa Rica
112850^Port of Spain, Trinidad and Tobago^Miami, FL
112851^San Jose, Costa Rica^Miami, FL
